2025-09-19 11:16:05.069920, 00:00:00:00:00:05, -1, -69
2025-09-19 11:16:05.115929, 00:00:00:00:00:10, -3, -64
2025-09-19 11:16:05.246941, 00:00:00:00:00:12, -3, -77
2025-09-19 11:16:05.414577, 00:00:00:00:00:10, -3, -62
2025-09-19 11:16:05.450757, 06:00:00:00:00:00, -4, -61
2025-09-19 11:16:05.486705, 00:00:00:00:00:04, -2, -57
2025-09-19 11:16:05.706900, 00:00:00:00:00:10, -3, -57
2025-09-19 11:16:05.755686, 06:00:00:00:00:00, -4, -65
2025-09-19 11:16:05.788832, 00:00:00:00:00:04, -2, -60
2025-09-19 11:16:05.894962, 00:00:00:00:00:11, -3, -73
2025-09-19 11:16:05.961954, 00:00:00:00:00:05, -1, -67
2025-09-19 11:16:05.996565, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:06.059930, 06:00:00:00:00:00, -4, -70
2025-09-19 11:16:06.084988, 00:00:00:00:00:04, -2, -60
2025-09-19 11:16:06.148851, 00:00:00:00:00:12, -3, -72
2025-09-19 11:16:06.194046, 00:00:00:00:00:11, -3, -74
2025-09-19 11:16:06.263233, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:06.284046, 00:00:00:00:00:10, -3, -59
2025-09-19 11:16:06.366242, 06:00:00:00:00:00, -4, -67
2025-09-19 11:16:06.382449, 00:00:00:00:00:04, -2, -64
2025-09-19 11:16:06.453337, 00:00:00:00:00:12, -3, -76
2025-09-19 11:16:06.490909, 00:00:00:00:00:11, -3, -72
2025-09-19 11:16:06.561486, 00:00:00:00:00:05, -1, -72
2025-09-19 11:16:06.573443, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:06.668230, 06:00:00:00:00:00, -4, -61
2025-09-19 11:16:06.681572, 00:00:00:00:00:04, -2, -65
2025-09-19 11:16:06.795169, 00:00:00:00:00:11, -3, -75
2025-09-19 11:16:06.803740, 07:00:00:00:00:00, -3, -78
2025-09-19 11:16:06.975682, 06:00:00:00:00:00, -4, -71
2025-09-19 11:16:06.981526, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:07.091589, 00:00:00:00:00:11, -3, -73
2025-09-19 11:16:07.162998, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:07.275712, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:07.279649, 00:00:00:00:00:04, -2, -58
2025-09-19 11:16:07.394867, 00:00:00:00:00:11, -3, -74
2025-09-19 11:16:07.578182, 06:00:00:00:00:00, -4, -60
2025-09-19 11:16:07.699106, 00:00:00:00:00:11, -3, -77
2025-09-19 11:16:07.763117, 00:00:00:00:00:05, -1, -59
2025-09-19 11:16:07.767022, 00:00:00:00:00:10, -3, -59
2025-09-19 11:16:07.880857, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:08.062421, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:08.064871, 00:00:00:00:00:05, -1, -59
2025-09-19 11:16:08.184075, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:08.189305, 06:00:00:00:00:00, -4, -60
2025-09-19 11:16:08.290873, 00:00:00:00:00:11, -3, -72
2025-09-19 11:16:08.359200, 00:00:00:00:00:05, -1, -58
2025-09-19 11:16:08.363095, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:08.488397, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:08.498292, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:08.590331, 00:00:00:00:00:11, -3, -69
2025-09-19 11:16:08.654502, 00:00:00:00:00:05, -1, -58
2025-09-19 11:16:08.665648, 00:00:00:00:00:10, -3, -62
2025-09-19 11:16:08.791152, 00:00:00:00:00:04, -2, -60
2025-09-19 11:16:08.805219, 06:00:00:00:00:00, -4, -62
2025-09-19 11:16:08.890016, 00:00:00:00:00:11, -3, -73
2025-09-19 11:16:08.949609, 00:00:00:00:00:05, -1, -71
2025-09-19 11:16:08.965690, 00:00:00:00:00:10, -3, -65
2025-09-19 11:16:09.089507, 00:00:00:00:00:04, -2, -73
2025-09-19 11:16:09.165787, 07:00:00:00:00:00, -3, -79
2025-09-19 11:16:09.194258, 00:00:00:00:00:11, -3, -74
2025-09-19 11:16:09.245799, 00:00:00:00:00:05, -1, -58
2025-09-19 11:16:09.268354, 00:00:00:00:00:10, -3, -67
2025-09-19 11:16:09.385387, 00:00:00:00:00:04, -2, -63
2025-09-19 11:16:09.420876, 06:00:00:00:00:00, -4, -70
2025-09-19 11:16:09.469201, 00:00:00:00:00:12, -3, -74
2025-09-19 11:16:09.490538, 00:00:00:00:00:11, -3, -74
2025-09-19 11:16:09.563058, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:09.688590, 00:00:00:00:00:04, -2, -62
2025-09-19 11:16:09.723359, 06:00:00:00:00:00, -4, -60
2025-09-19 11:16:09.835654, 00:00:00:00:00:05, -1, -62
2025-09-19 11:16:09.858259, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:09.987978, 00:00:00:00:00:04, -2, -71
2025-09-19 11:16:10.024748, 06:00:00:00:00:00, -4, -71
2025-09-19 11:16:10.136934, 00:00:00:00:00:05, -1, -68
2025-09-19 11:16:10.157620, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:10.285996, 00:00:00:00:00:04, -2, -67
2025-09-19 11:16:10.310830, 07:00:00:00:00:00, -3, -76
2025-09-19 11:16:10.325295, 06:00:00:00:00:00, -4, -71
2025-09-19 11:16:10.376175, 00:00:00:00:00:12, -3, -78
2025-09-19 11:16:10.383740, 00:00:00:00:00:11, -3, -71
2025-09-19 11:16:10.432779, 00:00:00:00:00:05, -1, -71
2025-09-19 11:16:10.590649, 00:00:00:00:00:04, -2, -68
2025-09-19 11:16:10.676001, 09:00:00:00:00:00, -1, -78
2025-09-19 11:16:10.728015, 00:00:00:00:00:05, -1, -66
2025-09-19 11:16:10.889287, 00:00:00:00:00:04, -2, -59
2025-09-19 11:16:10.939739, 06:00:00:00:00:00, -4, -69
2025-09-19 11:16:10.980435, 00:00:00:00:00:12, -3, -75
2025-09-19 11:16:11.028398, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:11.058550, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:11.194178, 00:00:00:00:00:04, -2, -62
2025-09-19 11:16:11.243022, 06:00:00:00:00:00, -4, -74
2025-09-19 11:16:11.363107, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:11.497735, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:11.547188, 06:00:00:00:00:00, -4, -70
2025-09-19 11:16:11.579319, 00:00:00:00:00:12, -3, -77
2025-09-19 11:16:11.628878, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:11.665526, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:11.795965, 00:00:00:00:00:04, -2, -64
2025-09-19 11:16:11.929890, 00:00:00:00:00:05, -1, -63
2025-09-19 11:16:11.967134, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:12.092706, 00:00:00:00:00:04, -2, -73
2025-09-19 11:16:12.148891, 06:00:00:00:00:00, -4, -72
2025-09-19 11:16:12.230299, 00:00:00:00:00:05, -1, -62
2025-09-19 11:16:12.268152, 00:00:00:00:00:10, -3, -59
2025-09-19 11:16:12.393593, 00:00:00:00:00:04, -2, -71
2025-09-19 11:16:12.451388, 06:00:00:00:00:00, -4, -72
2025-09-19 11:16:12.533809, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:12.570454, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:12.694541, 00:00:00:00:00:04, -2, -72
2025-09-19 11:16:12.747216, 00:00:00:00:00:12, -3, -81
2025-09-19 11:16:12.751291, 08:00:00:00:00:00, -2, -82
2025-09-19 11:16:12.829661, 00:00:00:00:00:05, -1, -61
2025-09-19 11:16:12.866181, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:12.991092, 00:00:00:00:00:04, -2, -69
2025-09-19 11:16:13.060887, 06:00:00:00:00:00, -4, -74
2025-09-19 11:16:13.122590, 00:00:00:00:00:05, -1, -59
2025-09-19 11:16:13.162656, 00:00:00:00:00:10, -3, -57
2025-09-19 11:16:13.290673, 00:00:00:00:00:04, -2, -71
2025-09-19 11:16:13.364627, 06:00:00:00:00:00, -4, -69
2025-09-19 11:16:13.424275, 00:00:00:00:00:05, -1, -59
2025-09-19 11:16:13.458476, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:13.589209, 00:00:00:00:00:04, -2, -63
2025-09-19 11:16:13.668759, 06:00:00:00:00:00, -4, -70
2025-09-19 11:16:13.752285, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:13.885814, 00:00:00:00:00:04, -2, -60
2025-09-19 11:16:14.053977, 00:00:00:00:00:10, -3, -59
2025-09-19 11:16:14.260885, 00:00:00:00:00:12, -3, -82
2025-09-19 11:16:14.265088, 00:00:00:00:00:11, -3, -75
2025-09-19 11:16:14.272269, 08:00:00:00:00:00, -2, -73
2025-09-19 11:16:14.319257, 00:00:00:00:00:05, -1, -69
2025-09-19 11:16:14.348953, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:14.493245, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:14.572807, 08:00:00:00:00:00, -2, -77
2025-09-19 11:16:14.792807, 00:00:00:00:00:04, -2, -73
2025-09-19 11:16:14.924090, 00:00:00:00:00:05, -1, -69
2025-09-19 11:16:15.171192, 00:00:00:00:00:11, -3, -81
2025-09-19 11:16:15.188776, 06:00:00:00:00:00, -4, -67
2025-09-19 11:16:15.221856, 00:00:00:00:00:05, -1, -59
2025-09-19 11:16:15.393374, 00:00:00:00:00:04, -2, -65
2025-09-19 11:16:15.475267, 00:00:00:00:00:11, -3, -78
2025-09-19 11:16:15.491197, 06:00:00:00:00:00, -4, -69
2025-09-19 11:16:15.524995, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:15.548560, 00:00:00:00:00:10, -3, -59
2025-09-19 11:16:15.688500, 00:00:00:00:00:04, -2, -65
2025-09-19 11:16:15.792165, 06:00:00:00:00:00, -4, -61
2025-09-19 11:16:15.851254, 00:00:00:00:00:10, -3, -62
2025-09-19 11:16:15.984794, 00:00:00:00:00:04, -2, -68
2025-09-19 11:16:16.097396, 06:00:00:00:00:00, -4, -61
2025-09-19 11:16:16.128399, 00:00:00:00:00:05, -1, -68
2025-09-19 11:16:16.155533, 00:00:00:00:00:10, -3, -58
2025-09-19 11:16:16.285201, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:16.403362, 06:00:00:00:00:00, -4, -62
2025-09-19 11:16:16.425920, 00:00:00:00:00:05, -1, -56
2025-09-19 11:16:16.452259, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:16.582240, 00:00:00:00:00:04, -2, -55
2025-09-19 11:16:16.664621, 00:00:00:00:00:12, -3, -79
2025-09-19 11:16:16.707126, 06:00:00:00:00:00, -4, -62
2025-09-19 11:16:16.712420, 00:00:00:00:00:02, -4, -75
2025-09-19 11:16:16.749817, 00:00:00:00:00:10, -3, -65
2025-09-19 11:16:16.884216, 00:00:00:00:00:04, -2, -53
2025-09-19 11:16:17.010787, 06:00:00:00:00:00, -4, -64
2025-09-19 11:16:17.013767, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:17.184610, 00:00:00:00:00:04, -2, -56
2025-09-19 11:16:17.312180, 06:00:00:00:00:00, -4, -64
2025-09-19 11:16:17.488401, 00:00:00:00:00:04, -2, -59
2025-09-19 11:16:17.612167, 06:00:00:00:00:00, -4, -68
2025-09-19 11:16:17.616445, 00:00:00:00:00:05, -1, -61
2025-09-19 11:16:17.644832, 00:00:00:00:00:10, -3, -60
2025-09-19 11:16:17.879687, 00:00:00:00:00:11, -3, -79
2025-09-19 11:16:17.914682, 00:00:00:00:00:05, -1, -71
2025-09-19 11:16:17.921308, 06:00:00:00:00:00, -4, -65
2025-09-19 11:16:17.941091, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:18.087280, 00:00:00:00:00:04, -2, -74
2025-09-19 11:16:18.157414, 00:00:00:00:00:12, -3, -76
2025-09-19 11:16:18.185008, 00:00:00:00:00:11, -3, -74
2025-09-19 11:16:18.211362, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:18.224628, 06:00:00:00:00:00, -4, -60
2025-09-19 11:16:18.458162, 00:00:00:00:00:12, -3, -76
2025-09-19 11:16:18.513681, 00:00:00:00:00:05, -1, -58
2025-09-19 11:16:18.532617, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:18.689594, 00:00:00:00:00:04, -2, -69
2025-09-19 11:16:18.768869, 00:00:00:00:00:02, -4, -78
2025-09-19 11:16:18.814022, 00:00:00:00:00:05, -1, -57
2025-09-19 11:16:18.838725, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:18.840176, 00:00:00:00:00:10, -3, -63
2025-09-19 11:16:18.989984, 00:00:00:00:00:04, -2, -79
2025-09-19 11:16:19.108007, 00:00:00:00:00:05, -1, -59
2025-09-19 11:16:19.138775, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:19.144170, 00:00:00:00:00:10, -3, -63
2025-09-19 11:16:19.197815, 09:00:00:00:00:00, -1, -79
2025-09-19 11:16:19.289607, 00:00:00:00:00:04, -2, -74
2025-09-19 11:16:19.354361, 00:00:00:00:00:11, -3, -77
2025-09-19 11:16:19.444700, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:19.585998, 00:00:00:00:00:04, -2, -58
2025-09-19 11:16:19.702782, 00:00:00:00:00:05, -1, -64
2025-09-19 11:16:19.737482, 00:00:00:00:00:10, -3, -63
2025-09-19 11:16:19.749597, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:19.881791, 00:00:00:00:00:04, -2, -59
2025-09-19 11:16:19.936033, 00:00:00:00:00:11, -3, -77
2025-09-19 11:16:19.996774, 00:00:00:00:00:05, -1, -61
2025-09-19 11:16:20.033700, 00:00:00:00:00:10, -3, -62
2025-09-19 11:16:20.056294, 06:00:00:00:00:00, -4, -62
2025-09-19 11:16:20.179405, 00:00:00:00:00:04, -2, -64
2025-09-19 11:16:20.333711, 00:00:00:00:00:10, -3, -61
2025-09-19 11:16:20.358790, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:20.480389, 00:00:00:00:00:04, -2, -72
2025-09-19 11:16:20.531867, 00:00:00:00:00:11, -3, -77
2025-09-19 11:16:20.597496, 00:00:00:00:00:05, -1, -60
2025-09-19 11:16:20.637058, 00:00:00:00:00:10, -3, -59
2025-09-19 11:16:20.776200, 00:00:00:00:00:04, -2, -60
2025-09-19 11:16:20.828544, 00:00:00:00:00:11, -3, -76
2025-09-19 11:16:20.891771, 00:00:00:00:00:05, -1, -64
2025-09-19 11:16:20.933613, 00:00:00:00:00:10, -3, -62
2025-09-19 11:16:20.970651, 06:00:00:00:00:00, -4, -67
2025-09-19 11:16:21.079977, 00:00:00:00:00:04, -2, -61
2025-09-19 11:16:21.128192, 00:00:00:00:00:11, -3, -75
2025-09-19 11:16:21.187826, 00:00:00:00:00:05, -1, -62
2025-09-19 11:16:21.229613, 00:00:00:00:00:10, -3, -62
2025-09-19 11:16:21.277294, 06:00:00:00:00:00, -4, -63
2025-09-19 11:16:21.382222, 00:00:00:00:00:04, -2, -64
2025-09-19 11:16:21.420417, 00:00:00:00:00:11, -3, -77
