measurement_id,method,wskaznik,est_x,est_y,cost,distance,true_x,true_y
6,Zwykla,minimum funkcji celu,10.707070707070706,-3.6969696969696964,1541.2692692489231,17.77047925394835,2.1,11.85
6,Zwykla,Pozycja średnia,10.695363847208009,-3.8551649774196877,1541.1900858221445,17.90342108743076,2.1,11.85
6,Dzielona przez odległość od rssi,minimum funkcji celu,1.0101010101010104,9.434343434343436,4.86486553067691,2.650146496211578,2.1,11.85
6,Dzielona przez odległość od rssi,Pozycja średnia,0.828337901885439,9.491957286158398,4.816164081959083,2.679083785939252,2.1,11.85
6,Zwykla z wagami,minimum funkcji celu,-0.20202020202020066,11.01010101010101,1.5559053801759417,2.4504545137060734,2.1,11.85
6,Zwykla z wagami,Pozycja średnia,-0.1612472579909782,11.137990576270687,1.554860504203239,2.3706953792613397,2.1,11.85
6,Dzielona przez odległość od rssi z wagami,minimum funkcji celu,1.0101010101010104,9.434343434343436,0.17927116074018315,2.650146496211578,2.1,11.85
6,Dzielona przez odległość od rssi z wagami,Pozycja średnia,0.8392904545474197,9.478491950985887,0.17726112470645133,2.6857846124613145,2.1,11.85

7,Zwykla,minimum funkcji celu,15.959595959595958,16.262626262626267,875.8712756725047,15.405090624904291,0.65,14.55
7,Zwykla,Pozycja średnia,15.967649164698338,16.244205374430702,875.8706135657899,15.411057970935465,0.65,14.55
7,Dzielona przez odległość od rssi,minimum funkcji celu,2.6262626262626263,17.313131313131315,2.2866720262000344,3.397132411544954,0.65,14.55
7,Dzielona przez odległość od rssi,Pozycja średnia,2.4955045217674687,17.475477263950996,2.28119973440086,3.4589455274343903,0.65,14.55
7,Zwykla z wagami,minimum funkcji celu,3.030303030303031,17.313131313131315,0.8923474543026869,3.6470175718902937,0.65,14.55
7,Zwykla z wagami,Pozycja średnia,3.0660539205524544,17.077992722023875,0.8896973308113015,3.496864845775794,0.65,14.55
7,Dzielona przez odległość od rssi z wagami,minimum funkcji celu,2.6262626262626263,17.83838383838384,0.026151534501936382,3.8365456124626607,0.65,14.55
7,Dzielona przez odległość od rssi z wagami,Pozycja średnia,2.719660602760161,17.618023082364076,0.0259634368560165,3.700845936341624,0.65,14.55

8,Zwykla,minimum funkcji celu,-9.090909090909092,14.686868686868689,415.3024431528571,11.096879510654896,1.95,15.8
8,Zwykla,Pozycja średnia,12.083856034309045,16.04320125575893,424.21194719779305,10.136773893843376,1.95,15.8
8,Dzielona przez odległość od rssi,minimum funkcji celu,1.4141414141414153,14.686868686868689,5.688060742246908,1.2353969986655307,1.95,15.8
8,Dzielona przez odległość od rssi,Pozycja średnia,1.5064470691991543,14.937851943979368,5.667748446134911,0.9695558121749238,1.95,15.8
8,Zwykla z wagami,minimum funkcji celu,1.0101010101010104,14.161616161616163,1.1427595966301503,1.888838720772766,1.95,15.8
8,Zwykla z wagami,Pozycja średnia,0.8754817742882165,13.947192752382964,1.140319506360689,2.141841290620997,1.95,15.8
8,Dzielona przez odległość od rssi z wagami,minimum funkcji celu,1.4141414141414153,14.686868686868689,0.1602936361842748,1.2353969986655307,1.95,15.8
8,Dzielona przez odległość od rssi z wagami,Pozycja średnia,1.4642423060815086,14.858875068016706,0.15998532454701334,1.0590923825623386,1.95,15.8

9,Zwykla,minimum funkcji celu,-7.878787878787879,21.51515151515152,587.7023326521031,10.140430515399691,1.25,17.1
9,Zwykla,Pozycja średnia,9.808412862741582,22.54756344978293,597.1221558792323,10.145066696111536,1.25,17.1
9,Dzielona przez odległość od rssi,minimum funkcji celu,1.0101010101010104,16.78787878787879,2.883106700279361,0.3936637860034504,1.25,17.1
9,Dzielona przez odległość od rssi,Pozycja średnia,1.0844994049682746,16.660297477520103,2.8716949156096048,0.4698177893939739,1.25,17.1
9,Zwykla z wagami,minimum funkcji celu,1.4141414141414153,16.262626262626267,1.1393701689684266,0.8533095451708016,1.25,17.1
9,Zwykla z wagami,Pozycja średnia,1.1972040495959606,16.056937440542338,1.13650289358815,1.0443978721356326,1.25,17.1
9,Dzielona przez odległość od rssi z wagami,minimum funkcji celu,1.0101010101010104,16.262626262626267,0.05603667107901353,0.8710604464661521,1.25,17.1
9,Dzielona przez odległość od rssi z wagami,Pozycja średnia,1.031327121823469,16.490758175161055,0.05546296378719829,0.647297017437202,1.25,17.1

10,Zwykla,minimum funkcji celu,-8.686868686868687,27.292929292929294,984.9213029818287,12.789902709370855,2.15,20.5
10,Zwykla,Pozycja średnia,8.621214639668064,29.443397276614192,1043.794986241464,11.0390658010542,2.15,20.5
10,Dzielona przez odległość od rssi,minimum funkcji celu,3.8383838383838373,19.41414141414142,0.8851498391375074,2.007418455180319,2.15,20.5
10,Dzielona przez odległość od rssi,Pozycja średnia,3.920187933101746,19.52291493161974,0.8844784604498503,2.0219447443861283,2.15,20.5
10,Zwykla z wagami,minimum funkcji celu,5.858585858585858,19.41414141414142,1.2134736516103288,3.864284919488443,2.15,20.5
10,Zwykla z wagami,Pozycja średnia,5.8309743618058985,19.252773327978826,1.2125330287408969,3.886534011644997,2.15,20.5
10,Dzielona przez odległość od rssi z wagami,minimum funkcji celu,4.242424242424242,19.93939393939394,0.007123501540813516,2.1662221413033587,2.15,20.5
10,Dzielona przez odległość od rssi z wagami,Pozycja średnia,4.044364488496001,19.859173223829053,0.007025262633908826,1.9998189348869473,2.15,20.5

11,Zwykla,minimum funkcji celu,-2.2222222222222214,29.393939393939398,190.32583103546284,7.240284347095301,2.25,23.7
11,Zwykla,Pozycja średnia,-2.187214633298015,29.48123514664026,190.3104066927309,7.287767389448065,2.25,23.7
11,Dzielona przez odległość od rssi,minimum funkcji celu,2.6262626262626263,25.191919191919197,1.126384675705404,1.5386346022168103,2.25,23.7
11,Dzielona przez odległość od rssi,Pozycja średnia,2.5691111155232944,24.998456632701394,0.9700008090051017,1.3370944361026886,2.25,23.7
11,Zwykla z wagami,minimum funkcji celu,2.6262626262626263,24.141414141414145,0.6543299128477845,0.5800172481594289,2.25,23.7
11,Zwykla z wagami,Pozycja średnia,2.597127074447514,24.243430606013522,0.6535916891787563,0.6448364361345553,2.25,23.7
11,Dzielona przez odległość od rssi z wagami,minimum funkcji celu,2.6262626262626263,25.191919191919197,0.030587191320818802,1.5386346022168103,2.25,23.7
11,Dzielona przez odległość od rssi z wagami,Pozycja średnia,2.56905760930057,24.996926886803795,0.022778139789834166,1.3355961619318846,2.25,23.7

