l.p.,czas,pozycja,x_estymowane,y_estymowane,x_prawdziwe,y_prawdziwe
130,2025-09-19T13:48:47.810871,4,-0.695894643117341,6.035533979538677,2.3,0.0
131,2025-09-19T13:48:48.310871,4,-0.6793116618954932,5.816694286940007,2.3,0.0
132,2025-09-19T13:48:48.810871,4,-0.4929746770293908,5.580579518672415,2.3,0.0
133,2025-09-19T13:48:49.310871,4,-0.10714716238733363,5.56830360069365,2.3,0.0
134,2025-09-19T13:48:49.810871,4,-0.25397296135935554,5.47562236177453,2.3,0.0
135,2025-09-19T13:48:50.310871,4,-0.41686227382354296,5.561239630107767,2.3,0.0
136,2025-09-19T13:48:50.810871,,,,2.3,0.0
137,2025-09-19T13:48:51.310871,,,,2.3,0.0
138,2025-09-19T13:48:51.810871,,,,2.3,0.0
139,2025-09-19T13:48:52.310871,,,,2.3,0.0
140,2025-09-19T13:48:52.810871,,,,2.3,0.0
141,2025-09-19T13:48:53.310871,,,,2.3,0.0
142,2025-09-19T13:48:53.810871,5,-0.5641765919417501,6.027251088799596,2.3,0.0
143,2025-09-19T13:48:54.310871,5,-0.4127675458928616,6.707530408858557,2.3,0.0
144,2025-09-19T13:48:54.810871,5,-0.5080819470400777,6.965118855468859,2.3,0.0
145,2025-09-19T13:48:55.310871,5,-0.7298376969384558,6.940085300199598,2.3,0.0
146,2025-09-19T13:48:55.810871,5,-0.7926640751202416,7.065742418459343,2.3,0.0
147,2025-09-19T13:48:56.310871,5,-0.856007269053181,7.284804709347251,2.3,0.0
148,2025-09-19T13:48:56.810871,5,-0.9313115079798115,7.112933914264441,2.3,0.0
149,2025-09-19T13:48:57.310871,5,-0.9030556869035328,7.370463621136616,2.3,0.0
150,2025-09-19T13:48:57.810871,5,-0.7375671628344362,7.336015554667599,2.3,0.0
151,2025-09-19T13:48:58.310871,5,-0.7201523758740324,7.003900622886517,2.3,0.0
152,2025-09-19T13:48:58.810871,5,-0.7231940946855278,7.07200804197206,2.3,0.0
153,2025-09-19T13:48:59.310871,5,-0.7793157024897082,6.738433565283542,2.3,0.0
154,2025-09-19T13:48:59.810871,5,-0.6594097394293863,6.556860649703211,2.3,0.0
155,2025-09-19T13:49:00.310871,5,-0.752984859062427,6.753290894319389,2.3,0.0
156,2025-09-19T13:49:00.810871,5,-0.4254410121763686,6.55485292817947,2.3,0.0
157,2025-09-19T13:49:01.310871,5,-0.6677069425821487,6.8410672250032905,2.3,0.0
158,2025-09-19T13:49:01.810871,5,-0.8760996437330553,6.248188597293752,2.3,0.0
159,2025-09-19T13:49:02.310871,5,-1.0626683556381464,6.3364432579830865,2.3,0.0
160,2025-09-19T13:49:02.810871,5,-1.3353219860192838,6.081936960616586,2.3,0.0
161,2025-09-19T13:49:03.310871,5,-1.2473000020273453,6.292947185355856,2.3,0.0
162,2025-09-19T13:49:03.810871,5,-1.0669375766319407,6.325543493697923,2.3,0.0
163,2025-09-19T13:49:04.310871,5,-1.1948364529385145,6.063028386765321,2.3,0.0
164,2025-09-19T13:49:04.810871,6,-0.9899242101321434,6.150850216388035,2.3,0.0
165,2025-09-19T13:49:05.310871,6,-0.7695818333591186,6.118669793510917,2.3,0.0
166,2025-09-19T13:49:05.810871,6,-0.4977430472920868,6.175738122239151,2.3,0.0
